,Unnamed: 0,Message,filtered_msg,clusters
1210,1210,One last step left to grab your favorite device. Please upload your Income Proof to complete your Finomena application and get your decision within a day.,ONE LAST STEP LEFT TO GRAB YOUR FAVORITE DEVICE PLEASE UPLOAD YOUR INCOME PROOF TO COMPLETE YOUR FINOMENA APPLICATION AND GET YOUR DECISION WITHIN DAY,135
1211,1211,"Your Ac XX1480 is debited with INR20,000.00 ATM*CASH WDL*22-05-15*1. Avbl Bal INR2,24,468.42 To bank on phone with iMobile, click mobile.icicibank.com/dl",YOUR AC IS DEBITED WITH AVBL BAL TO BANK ON PHONE WITH IMOBILE CLICK,72
1212,1212,"Dear Customer, Your Ac XXXXXXXX1480 is debited with INR2,00,000.00  on 29 May. Info.BIL*000775065212*gullu*NSP. Your Total Avbl. Bal is INR5,562.80.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON MAY YOUR TOTAL AVBL BAL IS,100
1213,1213,"Dear Customer, Your Ac XXXXXXXX1480 is debited with INR11,396.40 31 May. Info.BIL*000776169528*LIC Premium. Your Total Avbl. Bal is INR1,58,165.40.",DEAR CUSTOMER YOUR AC IS DEBITED WITH MAY PREMIUM YOUR TOTAL AVBL BAL IS,100
1214,1214,"Dear Customer, Your Ac XXXXXXXX1480 is credited with INR2,43,999.00 on 03 Jul. Info.NEFT-AXIC151848012533-THINK . Your Net Available Balance is INR3,16,821.00.",DEAR CUSTOMER YOUR AC IS CREDITED WITH ON JUL YOUR NET AVAILABLE BALANCE IS,112
1215,1215,"Dear Customer, Your Ac XXXXXXXX1480 is debited with INR65,000.00  on 29 Jul. Info.BIL*000807659509*ICICI BANK . Your Total Avbl. Bal is INR2,41,821.00.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON JUL BANK YOUR TOTAL AVBL BAL IS,17
1216,1216,"Tranx of INR 1,431.00 using Credit Card 4xxx2003 is made at SPORTS on 25-JUL-15. Avbl Cr lmt:INR 3,90,521.52, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT SPORTS ON AVBL CR LMT INR TOTAL CR LMT INR,170
1217,1217,"Tranx of INR 173.00 using Credit Card 4xxx2003 is made at RAJMANDIR RETAI on 02-AUG-15. Avbl Cr lmt:INR 4,53,332.52, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT RAJMANDIR RETAI ON AVBL CR LMT INR TOTAL CR LMT INR,170
1218,1218,"Tranx of INR 2,067.00 using Credit Card 4xxx2003 is made at RODAS HOTEL-PAR on 15-AUG-15. Avbl Cr lmt:INR 4,17,140.75, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT RODAS ON AVBL CR LMT INR TOTAL CR LMT INR,170
1219,1219,"Your Ac XX2885 is debited with INR10,000.00 NFS*CASH WDL*13-06-15. Avbl Bal INR2,49,227.33 To bank on phone with iMobile, click mobile.icicibank.com/dl",YOUR AC IS DEBITED WITH AVBL BAL TO BANK ON PHONE WITH IMOBILE CLICK,72
1220,1220,"Dear Customer, Your Ac XXXXXXXX2885 is debited with INR84,000.00  on 23 Jun. Info.BIL*000788440148*CC Bill*405. Your Total Avbl. Bal is INR1,50,227.33.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON JUN YOUR TOTAL AVBL BAL IS,100
1221,1221,"Dear Customer, Your Ac XXXXXXXX2885 is credited with INR6,00,000.00 on 20 Jul. Info.BIL*000803154043*AmitDas*NSP. Your Net Available Balance is INR10,51,385.33.",DEAR CUSTOMER YOUR AC IS CREDITED WITH ON JUL YOUR NET AVAILABLE BALANCE IS,112
1222,1222,"Your Ac XX2885 is debited with INR20,000.00 ATM*CASH WDL*08-08-15*0. Avbl Bal INR4,60,384.33 To bank on phone with iMobile, click mobile.icicibank.com/dl",YOUR AC IS DEBITED WITH AVBL BAL TO BANK ON PHONE WITH IMOBILE CLICK,72
1223,1223,AXISBank Account 32483011 Date 14-05-2015 Effective  Balance: 2875525.92,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1224,1224,Your a/c 32483011 is debited Rs 127137 on 2015-05-16 A/c balance is Rs 2748388.92 Info: INB/NEFT/AXIC151361896961/Mayur Singh/SA,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
1225,1225,AXISBank Account 32483011 Date 19-05-2015 Effective  Balance: 2589064.92,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1226,1226,AXISBank Account 32483011 Date 22-05-2015 Effective  Balance: 2549064.92,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1227,1227,Your a/c 32483011 is debited Rs 127137 on 2015-05-29 A/c balance is Rs 3749281.03 Info: INB/NEFT/AXIC151493157185/Mayur Singh/Sa,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
1228,1228,Your a/c 32483011 is debited Rs 21050 on 2015-05-29 A/c balance is Rs 3749281.03 Info: INB/IFT/SAURABH DAS/Salary May 2015,YOUR IS DEBITED RS ON BALANCE IS RS INFO MAY,9
1229,1229,AXISBank Account 32483011 Date 01-06-2015 Effective  Balance: 3263831.03,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1230,1230,Your a/c 32483011 is debited Rs 20150 on 2015-06-04 A/c balance is Rs 3064949.03 Info: INB/15091371/INTERNET TAX PAYMENT/,YOUR IS DEBITED RS ON BALANCE IS RS INFO TAX,337
1231,1231,AXISBank Account 32483011 Date 08-06-2015 Effective  Balance: 3061249.03,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1232,1232,AXISBank Account 32483011 Date 10-06-2015 Effective  Balance: 3061249.03,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1233,1233,AXISBank Account 32483011 Date 12-06-2015 Effective  Balance: 3061249.03,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1234,1234,Your a/c 32483011 is debited Rs 63000 on  2015-06-16 A/c balance is Rs 2968033.03 Info: BRN-CLG-CHQ PAID TO ARCHANA  BHARGAVA,YOUR IS DEBITED RS ON BALANCE IS RS INFO PAID TO ARCHANA BHARGAVA,436
1235,1235,AXISBank Account 32483011 Date 22-06-2015 Effective  Balance: 4575555.81,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1236,1236,AXISBank Account 32483011 Date 24-06-2015 Effective  Balance: 4575555.81,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1237,1237,AXISBank Account 32483011 Date 30-06-2015 Effective  Balance: 4575555.81,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1238,1238,Your a/c 32483011 is debited Rs 81050 on 2015-07-01 A/c balance is Rs 3694658.81 Info: INB/IFT/SAURABH DAS/Salary June 2015,YOUR IS DEBITED RS ON BALANCE IS RS INFO JUNE,9
1239,1239,AXISBank Account 32483011 Date 02-07-2015 Effective  Balance: 3694658.81,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1240,1240,AXISBank Account 32483011 Date 07-07-2015 Effective  Balance: 2919348.81,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1241,1241,Your a/c 32483011 is credited Rs 1586663.7 on 2015-07-10 A/c balance is Rs 4506012.51 Info: BRN-REF NO.1696FIR1500140 USD 25422/RLZ,YOUR IS CREDITED RS ON BALANCE IS RS INFO USD,331
1242,1242,AXISBank Account 32483011 Date 15-07-2015 Effective  Balance: 4506012.51,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1243,1243,AXISBank Account 32483011 Date 20-07-2015 Effective  Balance: 4506012.51,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1244,1244,Your a/c 32483011 is debited Rs 48834 on 2015-07-20 A/c balance is Rs 4454450.51 Info: INB/15489155/AXIS BANK CREDIT CARD -/,YOUR IS DEBITED RS ON BALANCE IS RS INFO BANK CREDIT CARD,318
1245,1245,AXISBank Account 32483011 Date 22-07-2015 Effective  Balance: 4360250.51,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1246,1246,AXISBank Account 32483011 Date 28-07-2015 Effective  Balance: 5377079.51,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1247,1247,AXISBank Account 32483011 Date 31-07-2015 Effective  Balance: 5377079.51,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1248,1248,"Dear Customer, your NETSECURE code is 60721365. Txn details: Power Transfer to Payee other bank txn (NEFT/IMPS)from Payment Account 914020032483011 for amount : INR 243999",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS POWER TRANSFER TO PAYEE OTHER BANK TXN FROM PAYMENT ACCOUNT FOR AMOUNT INR,10
1249,1249,Your a/c 32483011 is debited Rs 87183 on 2015-07-31 A/c balance is Rs 5137515.51 Info: INB/NEFT/AXIC152121507510/JAIMIK JAIN/SA,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
1250,1250,Your a/c 32483011 is debited Rs 78894 on 2015-07-31 A/c balance is Rs 4573171.51 Info: INB/NEFT/AXIC152121508475/Ashwin Chivuk/,YOUR IS DEBITED RS ON BALANCE IS RS INFO,9
1251,1251,AXISBank Account 32483011 Date 06-08-2015 Effective  Balance: 4573171.51,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1252,1252,AXISBank Account 32483011 Date 08-08-2015 Effective  Balance: 4435978.51,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1253,1253,Your a/c 32483011 is debited Rs 6313.33 on 2015-08-11 A/c balance is Rs 4425466.18 Info: INB/15689752/AXIS BANK CREDIT CARD -/,YOUR IS DEBITED RS ON BALANCE IS RS INFO BANK CREDIT CARD,318
1254,1254,Your a/c 32483011 is credited Rs 1772680.65 on 2015-08-13 A/c balance is Rs 6103946.83 Info: BRN-REF NO.0741FIR1500030 USD 27615.80/R,YOUR IS CREDITED RS ON BALANCE IS RS INFO USD,331
1255,1255,AXISBank Account 32483011 Date 14-08-2015 Effective  Balance: 6101546.83,AXISBANK ACCOUNT DATE EFFECTIVE BALANCE,16
1256,1256,Your request on 13/05/15 to pay Rs 30118 from A/C X4118 to BRAMHA SUNCITY CO-OPERATIVE HOUSING SOCIETY LTD. was accepted. Ref No CITIN15542768759. The a/c balance is now Rs 56173.34,YOUR REQUEST ON TO PAY RS FROM TO BRAMHA SUNCITY HOUSING SOCIETY WAS ACCEPTED REF NO THE BALANCE IS NOW RS,452
1257,1257,MAY'15 TATA POWER bill for 900000008517 of Rs.7662.00 has been processed successfully on your Citibank card/account XXXXXX4118. Thank you.,TATA POWER BILL FOR OF HAS BEEN PROCESSED SUCCESSFULLY ON YOUR CITIBANK THANK YOU,116
1258,1258,JUL'15 TATA POWER bill for 900000008517 of Rs.3177.00 has been processed successfully on your Citibank card/account XXXXXX4118. Thank you.,TATA POWER BILL FOR OF HAS BEEN PROCESSED SUCCESSFULLY ON YOUR CITIBANK THANK YOU,116
1259,1259,"Dear Customer,27000 reward points have been credited to Credit Card Account 4xxx6005 on 27-MAY-15 as Gift AC6029 ordered with order no. 711899 is out of stock.",DEAR REWARD POINTS HAVE BEEN CREDITED TO CREDIT CARD ACCOUNT ON AS GIFT ORDERED WITH ORDER NO IS OUT OF STOCK,424
1260,1260,"Tranx of INR 240.00 using Credit Card 4xxx6021 is made at RELIANCE MEDIA on 18-MAY-15. Avbl Cr lmt:INR 4,48,542.81, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT RELIANCE MEDIA ON AVBL CR LMT INR TOTAL CR LMT INR,170
1261,1261,You have initiated a purchase transaction of INR 18665.00 at SNAPDEAL COM on your ICICI Bank card xx6021 that needs an OTP. DONT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP. The OTP is 049290 and is valid for 15 min. This OTP is confidential and you are responsible for safeguarding it.,YOU HAVE INITIATED PURCHASE TRANSACTION OF INR AT SNAPDEAL COM ON YOUR ICICI BANK CARD THAT NEEDS AN OTP DONT SHARE THE OTP WITH ANYONE BANK NEVER CALLS TO VERIFY OTP THE OTP IS AND IS VALID FOR MIN THIS OTP IS CONFIDENTIAL AND YOU ARE RESPONSIBLE FOR SAFEGUARDING IT,34
1262,1262,"Tranx of INR 627.00 using Credit Card 4xxx6021 is made at LE PAIN QUOTIDI on 20-MAY-15. Avbl Cr lmt:INR 4,07,007.00, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT LE PAIN QUOTIDI ON AVBL CR LMT INR TOTAL CR LMT INR,170
1263,1263,"Tranx of INR 14,962.00 using Credit Card 4xxx6021 is made at LIFE STYLE on 26-MAY-15. Avbl Cr lmt:INR 3,92,045.00, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT LIFE STYLE ON AVBL CR LMT INR TOTAL CR LMT INR,170
1264,1264,"A transaction of INR 1,123.60 on 02-JUN-15 On Card XXXX6021 is made at GOOGLE INDIA. Available Cr.limit is Rs.4,20,860.10. Total Cr.limit is Rs.5,00,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",TRANSACTION OF INR ON ON CARD IS MADE AT GOOGLE INDIA AVAILABLE IS TOTAL IS THIS TRANSACTION HAS BEEN PROCESSED WITHOUT THE ADDITIONAL FACTOR OF AUTHENTICATION PRESCRIBED BY RBI,175
1265,1265,You have initiated a purchase transaction of INR 1415.00 at PAYTM MOBILE SOL on your ICICI Bank card xx6021 that needs an OTP. DONT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP. The OTP is 915208 and is valid for 15 min. This OTP is confidential and you are responsible for safeguarding it.,YOU HAVE INITIATED PURCHASE TRANSACTION OF INR AT PAYTM MOBILE SOL ON YOUR ICICI BANK CARD THAT NEEDS AN OTP DONT SHARE THE OTP WITH ANYONE BANK NEVER CALLS TO VERIFY OTP THE OTP IS AND IS VALID FOR MIN THIS OTP IS CONFIDENTIAL AND YOU ARE RESPONSIBLE FOR SAFEGUARDING IT,34
1266,1266,"Tranx of INR 1,405.60 using Credit Card 4xxx6021 is made at IRCTC on 04-JUN-15. Avbl Cr lmt:INR 4,16,245.37, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT IRCTC ON AVBL CR LMT INR TOTAL CR LMT INR,170
1267,1267,"Tranx of INR 2,247.00 using Credit Card 4xxx6021 is made at METRO CASH AND on 07-JUN-15. Avbl Cr lmt:INR 4,13,641.65, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT METRO CASH AND ON AVBL CR LMT INR TOTAL CR LMT INR,463
1268,1268,"Tranx of INR 1,481.04 using Credit Card 4xxx6021 is made at FIRST CRY AND on 07-JUN-15. Avbl Cr lmt:INR 4,12,160.61, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT FIRST CRY AND ON AVBL CR LMT INR TOTAL CR LMT INR,170
1269,1269,"Tranx of INR 1,012.00 using Credit Card 4xxx6021 is made at WWW BIGBASKET on 11-JUN-15. Avbl Cr lmt:INR 4,09,250.61, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT WWW BIGBASKET ON AVBL CR LMT INR TOTAL CR LMT INR,170
1270,1270,You have initiated a purchase transaction of INR 734.00 at TATADOCOMO on your ICICI Bank card xx6021 that needs an OTP. DONT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP. The OTP is 885617 and is valid for 15 min. This OTP is confidential and you are responsible for safeguarding it.,YOU HAVE INITIATED PURCHASE TRANSACTION OF INR AT TATADOCOMO ON YOUR ICICI BANK CARD THAT NEEDS AN OTP DONT SHARE THE OTP WITH ANYONE BANK NEVER CALLS TO VERIFY OTP THE OTP IS AND IS VALID FOR MIN THIS OTP IS CONFIDENTIAL AND YOU ARE RESPONSIBLE FOR SAFEGUARDING IT,34
1271,1271,"Tranx of INR 6,439.00 using Credit Card 4xxx6021 is made at THE BODY SHOP. on 14-JUN-15. Avbl Cr lmt:INR 3,98,651.95, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT THE BODY SHOP ON AVBL CR LMT INR TOTAL CR LMT INR,170
1272,1272,"Tranx of INR 773.00 using Credit Card 4xxx6021 is made at PayU on 16-JUN-15. Avbl Cr lmt:INR 3,84,220.92, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT PAYU ON AVBL CR LMT INR TOTAL CR LMT INR,170
1273,1273,"Tranx of INR 1,000.00 using Credit Card 4xxx6021 is made at PAYTM on 19-JUN-15. Avbl Cr lmt:INR 3,80,888.04, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT PAYTM ON AVBL CR LMT INR TOTAL CR LMT INR,170
1274,1274,"Tranx of INR 5,399.00 using Credit Card 4xxx6021 is made at AMAZON SELLER on 22-JUN-15. Avbl Cr lmt:INR 3,75,489.04, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT AMAZON SELLER ON AVBL CR LMT INR TOTAL CR LMT INR,203
1275,1275,"Tranx of INR 6,327.00 using Credit Card 4xxx6021 is made at METRO CASH AND on 29-JUN-15. Avbl Cr lmt:INR 4,45,613.18, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT METRO CASH AND ON AVBL CR LMT INR TOTAL CR LMT INR,463
1276,1276,"Tranx of INR 18.00 using Credit Card 4xxx6021 is made at AMAZON SELLER on 30-JUN-15. Avbl Cr lmt:INR 4,45,486.70, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT AMAZON SELLER ON AVBL CR LMT INR TOTAL CR LMT INR,203
1277,1277,"Tranx of INR 60.00 using Credit Card 4xxx6021 is made at ITUNES.COM BILL on 03-JUL-15. Avbl Cr lmt:INR 4,44,158.45, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT BILL ON AVBL CR LMT INR TOTAL CR LMT INR,170
1278,1278,You have initiated a purchase transaction of INR 4017.00 at CLEARTRIP TRAVEL SERVICE on your ICICI Bank card xx6021 that needs an OTP. DONT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP. The OTP is 123264 and is valid for 15 min. This OTP is confidential and you are responsible for safeguarding it.,YOU HAVE INITIATED PURCHASE TRANSACTION OF INR AT CLEARTRIP TRAVEL SERVICE ON YOUR ICICI BANK CARD THAT NEEDS AN OTP DONT SHARE THE OTP WITH ANYONE BANK NEVER CALLS TO VERIFY OTP THE OTP IS AND IS VALID FOR MIN THIS OTP IS CONFIDENTIAL AND YOU ARE RESPONSIBLE FOR SAFEGUARDING IT,396
1279,1279,"Tranx of INR 12,990.00 using Credit Card 4xxx6021 is made at AMAZON SELLER on 10-JUL-15. Avbl Cr lmt:INR 4,18,281.46, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT AMAZON SELLER ON AVBL CR LMT INR TOTAL CR LMT INR,203
1280,1280,"Dear Customer, Credit Card Statement for Acct XX6021 sent by Blue Dart Courier, AWB 33386659364 on 11-JUL-15. Track status at http://mobile.icicibank.com/iTrack.html",DEAR CUSTOMER CREDIT CARD STATEMENT FOR ACCT SENT BY BLUE DART COURIER AWB ON TRACK STATUS AT HTTP,158
1281,1281,"Tranx of INR 1,362.30 using Credit Card 4xxx6021 is made at BHARTI AIRTEL on 15-JUL-15. Avbl Cr lmt:INR 4,06,400.52, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT BHARTI AIRTEL ON AVBL CR LMT INR TOTAL CR LMT INR,170
1282,1282,You have initiated a txn of INR 4202.00 at CLEARTRIP on ICICI Bank Card 6021. OTP is 977356. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP.,YOU HAVE INITIATED TXN OF INR AT CLEARTRIP ON ICICI BANK CARD OTP IS DONT SHARE IT WITH ANYONE BANK NEVER CALLS TO VERIFY OTP,2
1283,1283,You have initiated a txn of INR 72.00 at indigital on ICICI Bank Card 6021. OTP is 455486. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP.,YOU HAVE INITIATED TXN OF INR AT INDIGITAL ON ICICI BANK CARD OTP IS DONT SHARE IT WITH ANYONE BANK NEVER CALLS TO VERIFY OTP,2
1284,1284,You have initiated a txn of INR 500.00 at PAYTM on ICICI Bank Card 6021. OTP is 524936. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP.,YOU HAVE INITIATED TXN OF INR AT PAYTM ON ICICI BANK CARD OTP IS DONT SHARE IT WITH ANYONE BANK NEVER CALLS TO VERIFY OTP,407
1285,1285,You have initiated a txn of INR 3076.86 at Vovinet In on ICICI Bank Card 6021. OTP is 490682. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP.,YOU HAVE INITIATED TXN OF INR AT VOVINET IN ON ICICI BANK CARD OTP IS DONT SHARE IT WITH ANYONE BANK NEVER CALLS TO VERIFY OTP,2
1286,1286,"Tranx of INR 800.00 using Credit Card 4xxx6021 is made at Paytm.com on 08-AUG-15. Avbl Cr lmt:INR 4,38,588.66, Total Cr lmt: INR 5,00,000.00",TRANX OF INR USING CREDIT CARD IS MADE AT ON AVBL CR LMT INR TOTAL CR LMT INR,170
1287,1287,You have initiated a txn of INR 1519.00 at PayU on ICICI Bank Card 6021. OTP is 535667. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP.,YOU HAVE INITIATED TXN OF INR AT PAYU ON ICICI BANK CARD OTP IS DONT SHARE IT WITH ANYONE BANK NEVER CALLS TO VERIFY OTP,2
1288,1288,The transaction on card ending 8441 at AROMAS CAFE AND          MUMBAI       IN on 13-Aug-15 was declined due to an incorrect PIN. Please call at 18602662484 to self-generate a fresh PIN on the card.,THE TRANSACTION ON CARD ENDING AT AROMAS CAFE AND MUMBAI IN ON WAS DECLINED DUE TO AN INCORRECT PIN PLEASE CALL AT TO FRESH PIN ON THE CARD,252
1289,1289,EMI of INR 24444 for your loan a/c ending with XXXX8496 would be debited on 05/07/15. Please ensure your a/c has sufficient funds - StanChart,EMI OF INR FOR YOUR LOAN ENDING WITH WOULD BE DEBITED ON PLEASE ENSURE YOUR HAS SUFFICIENT FUNDS STANCHART,179
1290,1290,Your AXIS Bank creditcard xxxx 9564 has been dispatched via BLUEDART vide AWB # 43852720704. Contact local BLUEDART if undelivered in 72 hrs.,YOUR AXIS BANK CREDITCARD XXXX HAS BEEN DISPATCHED VIA BLUEDART VIDE AWB CONTACT LOCAL BLUEDART IF UNDELIVERED IN HRS,232
1291,1291,"Dear Customer, Rs.795 was spent on your Credit Card xx9564 on 16-Jun-15 at M.T.N.L Mumbai. Avbl Cr Lmt:Rs.498069,Total Cr Lmt:Rs.500000",DEAR CUSTOMER WAS SPENT ON YOUR CREDIT CARD ON AT MUMBAI AVBL CR LMT TOTAL CR LMT,305
1292,1292,Transaction of Rs.50 on Axis Bank Credit Card x9564 was approved on 23/07/15.This was without an additional factor of authentication as mandated by RBI,TRANSACTION OF ON AXIS BANK CREDIT CARD WAS APPROVED ON WAS WITHOUT AN ADDITIONAL FACTOR OF AUTHENTICATION AS MANDATED BY RBI,110
